head_name,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1_class_0,f1_class_1,roc_auc,pr_auc,sensitivity,specificity,roc_auc_ci_lower,roc_auc_ci_upper,pr_auc_ci_lower,pr_auc_ci_upper,operating_point,n_bootstraps,ci,n_samples
MeanPoolClassifier,0.7906976744186046,0.776840490797546,0.743783268451577,0.8003865191291865,0.6341463414634146,0.8534201954397395,0.8574799433695139,0.9459567272257522,0.803680981595092,0.75,0.7983843259469654,0.9109220779220778,0.9107782144553699,0.9725935994011181,0.5,2000,0.95,215
GeMPoolClassifier,0.8093023255813954,0.8153020292590845,0.7709259114887868,0.8193325247192363,0.6771653543307087,0.8646864686468647,0.8644407739499764,0.9410515765927068,0.803680981595092,0.8269230769230769,0.8001374935677473,0.9204068762155719,0.8967231924870979,0.9745675761872182,0.5,2000,0.95,215
